CONFIG,WORKER_ID,LAYER,PUBLISH_NUM,PUBLISH_TOTAL_SIZE,PUBLISH_MAX_SIZE,PUBLISH_MIN_SIZE,PUBLISH_AVG_SIZE,MSG_NUM,MSG_TOTAL_SIZE,MSG_MAX_SIZE,MSG_MIN_SIZE,MSG_AVG_SIZE,LS_NUM_TARGETS,NNZ,CHUNKS_SENT,CHUNKS_PER_TARGET,CHUNK_TOTAL_SIZE,CHUNK_MIN_SIZE,CHUNK_MAX_SIZE,CHUNK_AVG_SIZE,NNZ_SENT,NNZ_PER_TARGET,ROWS_SENT,ROWS_PER_TARGET,LAYER_DURATION
c1_1024n_8w_10000bs_queue,2,45,1,65240,65240,65240,65240,7,65240,10823,7365,9320,7,43136,7,1,65240,7365,10823,9320,166815,23830.715,495,70.71429,0.44631958
c1_1024n_8w_10000bs_queue,2,46,1,63524,63524,63524,63524,7,63524,10427,7446,9074.857,7,43136,7,1,63524,7446,10427,9074.857,161760,23108.572,480,68.57143,0.47225952
c1_1024n_8w_10000bs_queue,2,47,1,53844,53844,53844,53844,7,53844,12618,4819,7692,7,43136,7,1,53844,4819,12618,7692,128060,18294.285,380,54.285713,0.41503906
c1_1024n_8w_10000bs_queue,2,48,1,64333,64333,64333,64333,7,64333,11991,7077,9190.429,7,43136,7,1,64333,7077,11991,9190.429,164456,23493.715,488,69.71429,0.54681396
c1_1024n_8w_10000bs_queue,2,49,1,62798,62798,62798,62798,7,62798,11106,6663,8971.143,7,43136,7,1,62798,6663,11106,8971.143,157716,22530.857,468,66.85714,0.49902344
c1_1024n_8w_10000bs_queue,2,50,1,68304,68304,68304,68304,7,68304,12063,7952,9757.714,7,43136,7,1,68304,7952,12063,9757.714,176925,25275,525,75,0.44195557
c1_1024n_8w_10000bs_queue,2,51,1,57202,57202,57202,57202,7,57202,10906,6429,8171.7144,7,43136,7,1,57202,6429,10906,8171.7144,137496,19642.285,408,58.285713,0.39160156
c1_1024n_8w_10000bs_queue,2,52,1,68445,68445,68445,68445,7,68445,11467,8733,9777.857,7,43136,7,1,68445,8733,11467,9777.857,179621,25660.143,533,76.14286,0.49554443
c1_1024n_8w_10000bs_queue,2,53,1,49741,49741,49741,49741,7,49741,10509,4735,7105.857,7,43136,7,1,49741,4735,10509,7105.857,113569,16224.143,337,48.142857,0.45721436
c1_1024n_8w_10000bs_queue,2,54,1,63831,63831,63831,63831,7,63831,10530,7567,9118.714,7,43136,7,1,63831,7567,10530,9118.714,161760,23108.572,480,68.57143,0.4229126
c1_1024n_8w_10000bs_queue,2,55,1,58591,58591,58591,58591,7,58591,10346,6574,8370.143,7,43136,7,1,58591,6574,10346,8370.143,142888,20412.572,424,60.57143,0.41680908
c1_1024n_8w_10000bs_queue,2,56,1,64229,64229,64229,64229,7,64229,11835,6643,9175.571,7,43136,7,1,64229,6643,11835,9175.571,163108,23301.143,484,69.14286,0.5376587
c1_1024n_8w_10000bs_queue,2,57,1,60652,60652,60652,60652,7,60652,10649,6616,8664.571,7,43136,7,1,60652,6616,10649,8664.571,150976,21568,448,64,0.48571777
c1_1024n_8w_10000bs_queue,2,58,1,65935,65935,65935,65935,7,65935,11467,7299,9419.286,7,43136,7,1,65935,7299,11467,9419.286,170185,24312.143,505,72.14286,0.4927063
c1_1024n_8w_10000bs_queue,2,59,1,58383,58383,58383,58383,7,58383,13558,6276,8340.429,7,43136,7,1,58383,6276,13558,8340.429,141203,20171.857,419,59.857143,0.44769287
c1_1024n_8w_10000bs_queue,2,60,1,63277,63277,63277,63277,7,63277,11070,7580,9039.571,7,43136,7,1,63277,7580,11070,9039.571,160749,22964.143,477,68.14286,0.44592285
c1_1024n_8w_10000bs_queue,2,61,1,64434,64434,64434,64434,7,64434,10825,7484,9204.857,7,43136,7,1,64434,7484,10825,9204.857,166141,23734.428,493,70.42857,0.5081787
c1_1024n_8w_10000bs_queue,2,62,1,65687,65687,65687,65687,7,65687,12405,7482,9383.857,7,43136,7,1,65687,7482,12405,9383.857,168837,24119.572,501,71.57143,0.50341797
c1_1024n_8w_10000bs_queue,2,63,1,58488,58488,58488,58488,7,58488,10821,6435,8355.429,7,43136,7,1,58488,6435,10821,8355.429,143225,20460.715,425,60.714287,0.4229126
c1_1024n_8w_10000bs_queue,2,64,1,67435,67435,67435,67435,7,67435,11869,6692,9633.571,7,43136,7,1,67435,6692,11869,9633.571,174566,24938,518,74,0.47698975
c1_1024n_8w_10000bs_queue,2,65,1,36074,36074,36074,36074,7,36074,6755,3995,5153.4287,7,43136,7,1,36074,3995,6755,5153.4287,66389,9484.143,197,28.142857,0.41516113
c1_1024n_8w_10000bs_queue,2,66,1,67833,67833,67833,67833,7,67833,12274,7503,9690.429,7,43136,7,1,67833,7503,12274,9690.429,175914,25130.572,522,74.57143,0.54541016
c1_1024n_8w_10000bs_queue,2,67,1,67394,67394,67394,67394,7,67394,12174,7691,9627.714,7,43136,7,1,67394,7691,12174,9627.714,175240,25034.285,520,74.28571,0.48425293
c1_1024n_8w_10000bs_queue,2,68,1,57429,57429,57429,57429,7,57429,11168,6831,8204.143,7,43136,7,1,57429,6831,11168,8204.143,140529,20075.572,417,59.57143,0.43536377
c1_1024n_8w_10000bs_queue,2,69,1,62109,62109,62109,62109,7,62109,12909,6288,8872.714,7,43136,7,1,62109,6288,12909,8872.714,157379,22482.715,467,66.71429,0.47045898
c1_1024n_8w_10000bs_queue,2,70,1,64779,64779,64779,64779,7,64779,11439,8273,9254.143,7,43136,7,1,64779,8273,11439,9254.143,166815,23830.715,495,70.71429,0.51049805
c1_1024n_8w_10000bs_queue,2,71,1,53479,53479,53479,53479,7,53479,11220,4793,7639.857,7,43136,7,1,53479,4793,11220,7639.857,124690,17812.857,370,52.857143,0.45233154
c1_1024n_8w_10000bs_queue,2,72,1,66995,66995,66995,66995,7,66995,11940,8053,9570.714,7,43136,7,1,66995,8053,11940,9570.714,174903,24986.143,519,74.14286,0.5477295
c1_1024n_8w_10000bs_queue,2,73,1,66962,66962,66962,66962,7,66962,12412,6863,9566,7,43136,7,1,66962,6863,12412,9566,171870,24552.857,510,72.85714,0.5161743
c1_1024n_8w_10000bs_queue,2,74,1,68554,68554,68554,68554,7,68554,11888,8458,9793.429,7,43136,7,1,68554,8458,11888,9793.429,178610,25515.715,530,75.71429,0.49786377
c1_1024n_8w_10000bs_queue,2,75,1,68407,68407,68407,68407,7,68407,12868,8107,9772.429,7,43136,7,1,68407,8107,12868,9772.429,179284,25612,532,76,0.526062
c1_1024n_8w_10000bs_queue,2,76,1,67056,67056,67056,67056,7,67056,13038,6883,9579.429,7,43136,7,1,67056,6883,13038,9579.429,173555,24793.572,515,73.57143,0.41607666
c1_1024n_8w_10000bs_queue,2,77,1,62310,62310,62310,62310,7,62310,13699,5727,8901.429,7,43136,7,1,62310,5727,13699,8901.429,129745,18535,385,55,0.43041992
c1_1024n_8w_10000bs_queue,2,78,1,65465,65465,65465,65465,7,65465,11903,7750,9352.143,7,43136,7,1,65465,7750,11903,9352.143,169848,24264,504,72,0.5435791
c1_1024n_8w_10000bs_queue,2,79,1,68869,68869,68869,68869,7,68869,12174,6890,9838.429,7,43136,7,1,68869,6890,12174,9838.429,177936,25419.428,528,75.42857,0.4616089
c1_1024n_8w_10000bs_queue,2,80,1,62922,62922,62922,62922,7,62922,10935,6950,8988.857,7,43136,7,1,62922,6950,10935,8988.857,159738,22819.715,474,67.71429,0.4081421
c1_1024n_8w_10000bs_queue,2,81,1,62522,62522,62522,62522,7,62522,9588,7146,8931.714,7,43136,7,1,62522,7146,9588,8931.714,160075,22867.857,475,67.85714,0.5187988
c1_1024n_8w_10000bs_queue,2,82,1,62289,62289,62289,62289,7,62289,11268,6775,8898.429,7,43136,7,1,62289,6775,11268,8898.429,156368,22338.285,464,66.28571,0.4781189
c1_1024n_8w_10000bs_queue,2,83,1,45694,45694,45694,45694,7,45694,9340,4528,6527.7144,7,43136,7,1,45694,4528,9340,6527.7144,97056,13865.143,288,41.142857,0.38562012
c1_1024n_8w_10000bs_queue,2,84,1,66646,66646,66646,66646,7,66646,12085,8426,9520.857,7,43473,7,1,66646,8426,12085,9520.857,171533,24504.715,509,72.71429,0.46655273
c1_1024n_8w_10000bs_queue,2,85,1,62321,62321,62321,62321,7,62321,10951,6958,8903,7,43136,7,1,62321,6958,10951,8903,157716,22530.857,468,66.85714,0.5274658
c1_1024n_8w_10000bs_queue,2,86,1,71880,71880,71880,71880,7,71880,11686,8864,10268.571,7,43136,7,1,71880,8864,11686,10268.571,190405,27200.715,565,80.71429,0.43707275
c1_1024n_8w_10000bs_queue,2,87,1,62930,62930,62930,62930,7,62930,10257,7593,8990,7,43136,7,1,62930,7593,10257,8990,159401,22771.572,473,67.57143,0.56243896
c1_1024n_8w_10000bs_queue,2,88,1,59596,59596,59596,59596,7,59596,12476,6501,8513.714,7,43136,7,1,59596,6501,12476,8513.714,147269,21038.428,437,62.42857,0.479187
c1_1024n_8w_10000bs_queue,2,89,1,73425,73425,73425,73425,7,73425,15600,4900,10489.286,7,43136,7,1,73425,4900,15600,10489.286,155694,22242,462,66,0.41967773
c1_1024n_8w_10000bs_queue,2,90,1,57515,57515,57515,57515,7,57515,10988,6432,8216.429,7,43136,7,1,57515,6432,10988,8216.429,139181,19883,413,59,0.4093933
c1_1024n_8w_10000bs_queue,2,91,1,59873,59873,59873,59873,7,59873,10362,7588,8553.286,7,43136,7,1,59873,7588,10362,8553.286,149291,21327.285,443,63.285713,0.5233154
c1_1024n_8w_10000bs_queue,2,92,1,66557,66557,66557,66557,7,66557,12227,7584,9508.143,7,43136,7,1,66557,7584,12227,9508.143,171533,24504.715,509,72.71429,0.4906006
c1_1024n_8w_10000bs_queue,2,93,1,63828,63828,63828,63828,7,63828,11169,6477,9118.286,7,43136,7,1,63828,6477,11169,9118.286,161760,23108.572,480,68.57143,0.46362305
c1_1024n_8w_10000bs_queue,2,94,1,60789,60789,60789,60789,7,60789,11463,7107,8684.143,7,43136,7,1,60789,7107,11463,8684.143,151313,21616.143,449,64.14286,0.49987793
c1_1024n_8w_10000bs_queue,2,95,1,44368,44368,44368,44368,7,44368,9448,4669,6338.2856,7,43136,7,1,44368,4669,9448,6338.2856,92338,13191.143,274,39.142857,0.3864746
c1_1024n_8w_10000bs_queue,2,96,1,59604,59604,59604,59604,7,59604,10995,6865,8514.857,7,43136,7,1,59604,6865,10995,8514.857,146258,20894,434,62,0.47924805
c1_1024n_8w_10000bs_queue,2,97,1,66146,66146,66146,66146,7,66146,12034,7179,9449.429,7,43136,7,1,66146,7179,12034,9449.429,171870,24552.857,510,72.85714,0.484375
c1_1024n_8w_10000bs_queue,2,98,1,62622,62622,62622,62622,7,62622,11802,6571,8946,7,43136,7,1,62622,6571,11802,8946,157042,22434.572,466,66.57143,0.51916504
c1_1024n_8w_10000bs_queue,2,99,1,67308,67308,67308,67308,7,67308,12363,7457,9615.429,7,43136,7,1,67308,7457,12363,9615.429,175240,25034.285,520,74.28571,0.50268555
c1_1024n_8w_10000bs_queue,2,100,1,70247,70247,70247,70247,7,70247,12103,7547,10035.286,7,43136,7,1,70247,7547,12103,10035.286,186024,26574.857,552,78.85714,0.48687744
c1_1024n_8w_10000bs_queue,2,101,1,50420,50420,50420,50420,7,50420,12567,4227,7202.857,7,43136,7,1,50420,4227,12567,7202.857,111547,15935.286,331,47.285713,0.47253418
c1_1024n_8w_10000bs_queue,2,102,1,68201,68201,68201,68201,7,68201,11884,7100,9743,7,43136,7,1,68201,7100,11884,9743,177599,25371.285,527,75.28571,0.53622437
c1_1024n_8w_10000bs_queue,2,103,1,65741,65741,65741,65741,7,65741,12377,7372,9391.571,7,43136,7,1,65741,7372,12377,9391.571,169511,24215.857,503,71.85714,0.6022339
c1_1024n_8w_10000bs_queue,2,104,1,64034,64034,64034,64034,7,64034,12395,6649,9147.714,7,43136,7,1,64034,6649,12395,9147.714,161086,23012.285,478,68.28571,0.4564209
c1_1024n_8w_10000bs_queue,2,105,1,77666,77666,77666,77666,7,77666,15903,7753,11095.143,7,43136,7,1,77666,7753,15903,11095.143,147606,21086.572,438,62.57143,0.473938
c1_1024n_8w_10000bs_queue,2,106,1,63636,63636,63636,63636,7,63636,10519,6803,9090.857,7,43136,7,1,63636,6803,10519,9090.857,162097,23156.715,481,68.71429,0.48806763
c1_1024n_8w_10000bs_queue,2,107,1,50725,50725,50725,50725,7,50725,9289,4957,7246.4287,7,43136,7,1,50725,4957,9289,7246.4287,114243,16320.429,339,48.42857,0.4066162
c1_1024n_8w_10000bs_queue,2,108,1,67224,67224,67224,67224,7,67224,11638,7104,9603.429,7,43136,7,1,67224,7104,11638,9603.429,173892,24841.715,516,73.71429,0.5413208
c1_1024n_8w_10000bs_queue,2,109,1,60703,60703,60703,60703,7,60703,11040,7088,8671.857,7,43136,7,1,60703,7088,11040,8671.857,151650,21664.285,450,64.28571,0.48266602
c1_1024n_8w_10000bs_queue,2,110,1,69281,69281,69281,69281,7,69281,11420,7925,9897.286,7,43136,7,1,69281,7925,11420,9897.286,182317,26045.285,541,77.28571,0.47296143
c1_1024n_8w_10000bs_queue,2,111,1,67364,67364,67364,67364,7,67364,11667,6373,9623.429,7,43136,7,1,67364,6373,11667,9623.429,175240,25034.285,520,74.28571,0.49884033
c1_1024n_8w_10000bs_queue,2,112,1,66298,66298,66298,66298,7,66298,11653,7428,9471.143,7,43136,7,1,66298,7428,11653,9471.143,172544,24649.143,512,73.14286,0.40911865
c1_1024n_8w_10000bs_queue,2,113,1,50543,50543,50543,50543,7,50543,11253,4194,7220.4287,7,43136,7,1,50543,4194,11253,7220.4287,115591,16513,343,49,0.4340515
c1_1024n_8w_10000bs_queue,2,114,1,65537,65537,65537,65537,7,65537,11512,7103,9362.429,7,43136,7,1,65537,7103,11512,9362.429,169511,24215.857,503,71.85714,0.48443604
c1_1024n_8w_10000bs_queue,2,115,1,68657,68657,68657,68657,7,68657,13005,7518,9808.143,7,43136,7,1,68657,7518,13005,9808.143,178947,25563.857,531,75.85714,0.5118408
c1_1024n_8w_10000bs_queue,2,116,1,66194,66194,66194,66194,7,66194,11950,7838,9456.286,7,43136,7,1,66194,7838,11950,9456.286,171533,24504.715,509,72.71429,0.49035645
c1_1024n_8w_10000bs_queue,2,117,1,88021,88021,88021,88021,7,88021,15767,6880,12574.429,7,43136,7,1,88021,6880,15767,12574.429,180295,25756.428,535,76.42857,0.5358887
c1_1024n_8w_10000bs_queue,2,118,1,64199,64199,64199,64199,7,64199,11871,7644,9171.286,7,43136,7,1,64199,7644,11871,9171.286,163782,23397.428,486,69.42857,0.38729858
c1_1024n_8w_10000bs_queue,2,119,1,50764,50764,50764,50764,7,50764,12145,5624,7252,7,43136,7,1,50764,5624,12145,7252,113569,16224.143,337,48.142857,0.49749756
c1_1024n_8w_10000bs_queue,3,0,1,125177,125177,125177,125177,1,125177,125177,125177,125177,1,74733,1,1,125177,125177,125177,125177,26206,26206,15,15,0.26794434
c1_1024n_8w_10000bs_queue,3,1,1,32,32,32,32,1,32,32,32,32,1,487584,1,1,32,32,32,32,3520,3520,32,32,1.4821167
c1_1024n_8w_10000bs_queue,3,2,2,304565,255748,48817,152282.5,9,304565,58416,9972,33840.555,1,372176,9,9,304565,9972,58416,33840.555,335344,335344,64,64,0.44625854
c1_1024n_8w_10000bs_queue,3,3,1,44811,44811,44811,44811,3,44811,20412,10054,14937,1,115200,3,3,44811,10054,20412,14937,115200,115200,96,96,1.3288116
c1_1024n_8w_10000bs_queue,3,4,1,70356,70356,70356,70356,5,70356,23401,1960,14071.2,2,141024,5,2.5,70356,1960,23401,14071.2,141024,70512,128,64,0.8210449
c1_1024n_8w_10000bs_queue,3,5,1,146299,146299,146299,146299,7,146299,31331,8327,20899.857,3,163808,7,2.3333333,146299,8327,31331,20899.857,186096,62032,144,48,0.56066895
c1_1024n_8w_10000bs_queue,3,6,2,370317,256463,113854,185158.5,12,370317,46146,7617,30859.75,7,87189,12,1.7142857,370317,7617,46146,30859.75,355351,50764.43,519,74.14286,0.8195801
c1_1024n_8w_10000bs_queue,3,7,4,835930,242224,117503,208982.5,14,835930,105404,12545,59709.285,7,90451,14,2,835930,12545,105404,59709.285,361116,51588,511,73,1.1414795
c1_1024n_8w_10000bs_queue,3,8,4,697877,240264,94631,174469.25,9,697877,99979,17825,77541.89,7,61879,9,1.2857143,697877,17825,99979,77541.89,249843,35691.855,517,73.85714,0.95654297
c1_1024n_8w_10000bs_queue,3,9,3,564061,230095,166201,188020.33,7,564061,97082,51674,80580.14,7,48864,7,1,564061,51674,97082,80580.14,176752,25250.285,463,66.14286,0.8383789
c1_1024n_8w_10000bs_queue,3,10,4,646151,204041,92466,161537.75,7,646151,112279,67208,92307.29,7,45568,7,1,646151,67208,112279,92307.29,182984,26140.572,514,73.42857,0.8200531
c1_1024n_8w_10000bs_queue,3,11,2,426296,233146,191839,213148,7,426296,78528,39068,60899.43,7,44288,7,1,426296,39068,78528,60899.43,106568,15224,308,44,0.7138672
c1_1024n_8w_10000bs_queue,3,12,2,300845,256394,43680,150422.5,7,300845,49982,32775,42977.855,7,43392,7,1,300845,32775,49982,42977.855,162720,23245.715,480,68.57143,0.6600952
c1_1024n_8w_10000bs_queue,3,13,2,280841,238479,41040,140420.5,7,280841,50807,33380,40120.145,7,43392,7,1,280841,33380,50807,40120.145,170856,24408,504,72,0.59143066
c1_1024n_8w_10000bs_queue,3,14,1,201178,201178,201178,201178,7,201178,35370,21941,28739.715,7,43182,7,1,201178,21941,35370,28739.715,205123,29303.285,608,86.85714,0.66212463
c1_1024n_8w_10000bs_queue,3,15,1,179185,179185,179185,179185,7,179185,34916,19838,25597.857,7,43136,7,1,179185,19838,34916,25597.857,187035,26719.285,555,79.28571,0.59973145
c1_1024n_8w_10000bs_queue,3,16,1,132924,132924,132924,132924,7,132924,22694,14525,18989.143,7,43136,7,1,132924,14525,22694,18989.143,158390,22627.143,470,67.14286,0.69599915
c1_1024n_8w_10000bs_queue,3,17,1,91542,91542,91542,91542,7,91542,21491,8618,13077.429,7,43136,7,1,91542,8618,21491,13077.429,114580,16368.571,340,48.57143,0.4239807
c1_1024n_8w_10000bs_queue,3,18,1,69738,69738,69738,69738,7,69738,11071,7783,9962.571,7,43136,7,1,69738,7783,11071,9962.571,160075,22867.857,475,67.85714,0.43640137
c1_1024n_8w_10000bs_queue,3,19,1,61595,61595,61595,61595,7,61595,12910,6949,8799.286,7,43136,7,1,61595,6949,12910,8799.286,152998,21856.857,454,64.85714,0.47790527
c1_1024n_8w_10000bs_queue,3,20,1,65485,65485,65485,65485,7,65485,12649,6654,9355,7,43136,7,1,65485,6654,12649,9355,164793,23541.857,489,69.85714,0.51086426
c1_1024n_8w_10000bs_queue,3,21,1,61656,61656,61656,61656,7,61656,10578,6905,8808,7,43136,7,1,61656,6905,10578,8808,150639,21519.857,447,63.857143,0.4106598
c1_1024n_8w_10000bs_queue,3,22,1,63201,63201,63201,63201,7,63201,10927,7031,9028.714,7,43136,7,1,63201,7031,10927,9028.714,157042,22434.572,466,66.57143,0.4658203
c1_1024n_8w_10000bs_queue,3,23,1,48431,48431,48431,48431,7,48431,9588,4976,6918.7144,7,43136,7,1,48431,4976,9588,6918.7144,107840,15405.714,320,45.714287,0.428833
c1_1024n_8w_10000bs_queue,3,24,1,67059,67059,67059,67059,7,67059,11990,6539,9579.857,7,43136,7,1,67059,6539,11990,9579.857,170859,24408.428,507,72.42857,0.48510742
c1_1024n_8w_10000bs_queue,3,25,1,69571,69571,69571,69571,7,69571,11793,7871,9938.714,7,43136,7,1,69571,7871,11793,9938.714,180969,25852.715,537,76.71429,0.5183716
c1_1024n_8w_10000bs_queue,3,26,1,71351,71351,71351,71351,7,71351,12390,8509,10193,7,43136,7,1,71351,8509,12390,10193,186698,26671.143,554,79.14286,0.48413086
c1_1024n_8w_10000bs_queue,3,27,1,69868,69868,69868,69868,7,69868,13021,6862,9981.143,7,43136,7,1,69868,6862,13021,9981.143,181643,25949,539,77,0.48046875
c1_1024n_8w_10000bs_queue,3,28,1,66394,66394,66394,66394,7,66394,11340,7748,9484.857,7,43136,7,1,66394,7748,11340,9484.857,167152,23878.857,496,70.85714,0.47521973
c1_1024n_8w_10000bs_queue,3,29,1,52200,52200,52200,52200,7,52200,10100,5374,7457.143,7,43136,7,1,52200,5374,10100,7457.143,119635,17090.715,355,50.714287,0.4013672
c1_1024n_8w_10000bs_queue,3,30,1,65634,65634,65634,65634,7,65634,12417,7491,9376.286,7,43136,7,1,65634,7491,12417,9376.286,168837,24119.572,501,71.57143,0.45718384
c1_1024n_8w_10000bs_queue,3,31,1,64452,64452,64452,64452,7,64452,11830,5663,9207.429,7,43136,7,1,64452,5663,11830,9207.429,162434,23204.857,482,68.85714,0.4819336
c1_1024n_8w_10000bs_queue,3,32,1,65684,65684,65684,65684,7,65684,11214,6936,9383.429,7,43136,7,1,65684,6936,11214,9383.429,166478,23782.572,494,70.57143,0.4781952
c1_1024n_8w_10000bs_queue,3,33,1,61189,61189,61189,61189,7,61189,10453,5921,8741.286,7,43136,7,1,61189,5921,10453,8741.286,149965,21423.572,445,63.57143,0.41174316
c1_1024n_8w_10000bs_queue,3,34,1,69282,69282,69282,69282,7,69282,11186,8385,9897.429,7,43136,7,1,69282,8385,11186,9897.429,178947,25563.857,531,75.85714,0.5001221
c1_1024n_8w_10000bs_queue,3,35,1,48093,48093,48093,48093,7,48093,8514,5064,6870.4287,7,43136,7,1,48093,5064,8514,6870.4287,104470,14924.286,310,44.285713,0.4833374
c1_1024n_8w_10000bs_queue,3,36,1,65469,65469,65469,65469,7,65469,11229,8266,9352.714,7,43136,7,1,65469,8266,11229,9352.714,165467,23638.143,491,70.14286,0.42955017
c1_1024n_8w_10000bs_queue,3,37,1,64549,64549,64549,64549,7,64549,12235,7333,9221.286,7,43136,7,1,64549,7333,12235,9221.286,162771,23253,483,69,0.5598755
c1_1024n_8w_10000bs_queue,3,38,1,71032,71032,71032,71032,7,71032,11794,6640,10147.429,7,43136,7,1,71032,6640,11794,10147.429,184339,26334.143,547,78.14286,0.41448975
c1_1024n_8w_10000bs_queue,3,39,1,67386,67386,67386,67386,7,67386,12139,7298,9626.571,7,43136,7,1,67386,7298,12139,9626.571,171533,24504.715,509,72.71429,0.43658447
c1_1024n_8w_10000bs_queue,3,40,1,66130,66130,66130,66130,7,66130,10940,7453,9447.143,7,43136,7,1,66130,7453,10940,9447.143,168837,24119.572,501,71.57143,0.52420044
c1_1024n_8w_10000bs_queue,3,41,1,49068,49068,49068,49068,7,49068,13262,4401,7009.7144,7,43136,7,1,49068,4401,13262,7009.7144,108177,15453.857,321,45.857143,0.47808838
c1_1024n_8w_10000bs_queue,3,42,1,69362,69362,69362,69362,7,69362,11580,7817,9908.857,7,43136,7,1,69362,7817,11580,9908.857,180295,25756.428,535,76.42857,0.51464844
c1_1024n_8w_10000bs_queue,3,43,1,59297,59297,59297,59297,7,59297,11224,6940,8471,7,43136,7,1,59297,6940,11224,8471,143225,20460.715,425,60.714287,0.44470215
c1_1024n_8w_10000bs_queue,3,44,1,67041,67041,67041,67041,7,67041,11194,7588,9577.286,7,43136,7,1,67041,7588,11194,9577.286,171533,24504.715,509,72.71429,0.4623413
c1_1024n_8w_10000bs_queue,3,45,1,61967,61967,61967,61967,7,61967,11841,5776,8852.429,7,43136,7,1,61967,5776,11841,8852.429,155694,22242,462,66,0.39152527
c1_1024n_8w_10000bs_queue,3,46,1,63782,63782,63782,63782,7,63782,11408,7928,9111.714,7,43136,7,1,63782,7928,11408,9111.714,160412,22916,476,68,0.50671387
c1_1024n_8w_10000bs_queue,3,47,1,56120,56120,56120,56120,7,56120,13486,4227,8017.143,7,43136,7,1,56120,4227,13486,8017.143,133115,19016.428,395,56.42857,0.42042542
c1_1024n_8w_10000bs_queue,3,48,1,64762,64762,64762,64762,7,64762,12193,7045,9251.714,7,43136,7,1,64762,7045,12193,9251.714,163108,23301.143,484,69.14286,0.4532318
c1_1024n_8w_10000bs_queue,3,49,1,64370,64370,64370,64370,7,64370,11496,7138,9195.714,7,43136,7,1,64370,7138,11496,9195.714,161086,23012.285,478,68.28571,0.4940796
c1_1024n_8w_10000bs_queue,3,50,1,66800,66800,66800,66800,7,66800,11775,7241,9542.857,7,43136,7,1,66800,7241,11775,9542.857,169174,24167.715,502,71.71429,0.44555664
c1_1024n_8w_10000bs_queue,3,51,1,61005,61005,61005,61005,7,61005,11097,6390,8715,7,43136,7,1,61005,6390,11097,8715,150639,21519.857,447,63.857143,0.41722107
c1_1024n_8w_10000bs_queue,3,52,1,73309,73309,73309,73309,7,73309,12084,8447,10472.714,7,43136,7,1,73309,8447,12084,10472.714,193438,27634,574,82,0.48327637
c1_1024n_8w_10000bs_queue,3,53,1,48951,48951,48951,48951,7,48951,9193,5237,6993,7,43136,7,1,48951,5237,9193,6993,107840,15405.714,320,45.714287,0.49824524
c1_1024n_8w_10000bs_queue,3,54,1,67322,67322,67322,67322,7,67322,11918,7673,9617.429,7,43136,7,1,67322,7673,11918,9617.429,170522,24360.285,506,72.28571,0.48197937
c1_1024n_8w_10000bs_queue,3,55,1,60436,60436,60436,60436,7,60436,10101,6910,8633.714,7,43136,7,1,60436,6910,10101,8633.714,148280,21182.857,440,62.857143,0.4781494
c1_1024n_8w_10000bs_queue,3,56,1,69051,69051,69051,69051,7,69051,12138,7106,9864.429,7,43136,7,1,69051,7106,12138,9864.429,179284,25612,532,76,0.56451416
c1_1024n_8w_10000bs_queue,3,57,1,63295,63295,63295,63295,7,63295,11283,6956,9042.143,7,43136,7,1,63295,6956,11283,9042.143,157716,22530.857,468,66.85714,0.4819336
c1_1024n_8w_10000bs_queue,3,58,1,64413,64413,64413,64413,7,64413,10445,7867,9201.857,7,43136,7,1,64413,7867,10445,9201.857,161086,23012.285,478,68.28571,0.47827148
c1_1024n_8w_10000bs_queue,3,59,1,70201,70201,70201,70201,7,70201,15713,5696,10028.714,7,43136,7,1,70201,5696,15713,10028.714,147606,21086.572,438,62.57143,0.39993286
c1_1024n_8w_10000bs_queue,3,60,1,59917,59917,59917,59917,7,59917,10726,7067,8559.571,7,43136,7,1,59917,7067,10726,8559.571,146595,20942.143,435,62.142857,0.54003906
c1_1024n_8w_10000bs_queue,3,61,1,63817,63817,63817,63817,7,63817,11706,6926,9116.714,7,43136,7,1,63817,6926,11706,9116.714,160075,22867.857,475,67.85714,0.48480225
c1_1024n_8w_10000bs_queue,3,62,1,66608,66608,66608,66608,7,66608,12234,7127,9515.429,7,43136,7,1,66608,7127,12234,9515.429,172207,24601,511,73,0.5498047
c1_1024n_8w_10000bs_queue,3,63,1,58165,58165,58165,58165,7,58165,10175,7320,8309.286,7,43136,7,1,58165,7320,10175,8309.286,140192,20027.428,416,59.42857,0.42489624
c1_1024n_8w_10000bs_queue,3,64,1,65017,65017,65017,65017,7,65017,11478,6658,9288.143,7,43136,7,1,65017,6658,11478,9288.143,163782,23397.428,486,69.42857,0.47235107
c1_1024n_8w_10000bs_queue,3,65,1,41291,41291,41291,41291,7,41291,8345,4140,5898.7144,7,43136,7,1,41291,4140,8345,5898.7144,81891,11698.714,243,34.714287,0.41577148
c1_1024n_8w_10000bs_queue,3,66,1,65309,65309,65309,65309,7,65309,11946,6910,9329.857,7,43136,7,1,65309,6910,11946,9329.857,166141,23734.428,493,70.42857,0.56933594
c1_1024n_8w_10000bs_queue,3,67,1,64629,64629,64629,64629,7,64629,11945,5976,9232.714,7,43136,7,1,64629,5976,11945,9232.714,164793,23541.857,489,69.85714,0.4781189
c1_1024n_8w_10000bs_queue,3,68,1,57474,57474,57474,57474,7,57474,9147,6873,8210.571,7,43136,7,1,57474,6873,9147,8210.571,136822,19546,406,58,0.508667
